,phrase,label,sentiment,subjectivity,language,count
M. Neukirch.</em,M. Neukirch.</em,LOC,0.0,0.0,de,1
Rouzic,Rouzic,LOC,-1.0,0.0,de,1
Bretagne.,Bretagne.,LOC,-1.0,0.0,de,1
Tessin,Tessin,LOC,0.0,0.0,de,1
Urlaub am Main,Urlaub am Main,LOC,0.0,0.0,de,1
Weinfranken.,Weinfranken.,LOC,1.0,0.0,de,1
"Camping: Weinfranken, Stellplatz, Wohnmobil","Camping: Weinfranken, Stellplatz, Wohnmobil",LOC,1.0,0.0,de,1
Frankfurt/Main,Frankfurt/Main,LOC,0.0,0.0,de,1
kanarischen Inseln,kanarischen Inseln,LOC,0.0,0.0,de,1
Teneriffa,Teneriffa,LOC,0.0,0.0,de,1
Madrid.,Madrid.,LOC,0.0,0.0,de,1
Yaiza Castilla,Yaiza Castilla,LOC,0.0,0.0,de,1
DWD-Vorhersage: Trübes Wetter,DWD-Vorhersage: Trübes Wetter,LOC,-0.7,0.0,de,1
Bremen.,Bremen.,LOC,-0.7,0.0,de,1
Bergsteigerdorf Matsch: Natur,Bergsteigerdorf Matsch: Natur,LOC,0.0,0.0,de,1
Südtirol.,Südtirol.,LOC,0.0,0.0,de,1
Brüsseler,Brüsseler,LOC,0.0,0.0,de,1
Ötztaler Alpen,Ötztaler Alpen,LOC,0.0,0.0,de,1
Energie-Entlastungen,Energie-Entlastungen,LOC,0.0,1.0,de,1
Korona,Korona,LOC,0.15000000000000002,0.0,de,1
Orang-Utan auf,Orang-Utan auf,LOC,0.0,0.0,de,1
gefÃ¤hrlich,gefÃ¤hrlich,LOC,1.0,0.0,de,1
Nachbarhauses,Nachbarhauses,LOC,-0.7,0.0,de,1
Wetter: Regen und Wolken,Wetter: Regen und Wolken,LOC,0.0,0.0,de,1
Helmestausee.,Helmestausee.,LOC,0.0,0.0,de,1
Igls,Igls,LOC,0.0,0.0,de,1
Stromausfall: Darum,Stromausfall: Darum,LOC,-1.0,0.0,de,1
Schlammperiode,Schlammperiode,LOC,0.0,0.0,de,1
Landkreis Gotha: Kind,Landkreis Gotha: Kind,LOC,-1.0,0.0,de,1
Straße unterweg…,Straße unterweg…,LOC,0.0,0.0,de,1
Berliner Winter,Berliner Winter,LOC,1.0,0.0,de,1
"BW: Schneefälle, Frost","BW: Schneefälle, Frost",LOC,0.0,0.0,de,1
Dortmund,Dortmund,LOC,1.0,0.0,de,1
Glatteis  t-online,Glatteis  t-online,LOC,1.0,0.0,de,1
"Dortmund
","Dortmund
",LOC,1.0,0.0,de,1
A33,A33,LOC,0.0,0.0,de,1
Lausitz,Lausitz,LOC,0.0,0.0,de,1
Handelsverband: Einzelhandel,Handelsverband: Einzelhandel,LOC,1.0,0.0,de,1
Wetterwoche im Schnellcheck: Bibberwinter,Wetterwoche im Schnellcheck: Bibberwinter,LOC,0.0,0.0,de,1
Wetter,Wetter,LOC,0.0,0.0,de,1
Preisdeckeln,Preisdeckeln,LOC,0.7,0.0,de,1
Energietipps,Energietipps,LOC,0.0,0.0,de,1
Alpenrand,Alpenrand,LOC,0.0,0.0,de,1
Freien.,Freien.,LOC,0.7,0.0,de,1
Energiekrise: Frost,Energiekrise: Frost,LOC,0.0,0.0,de,1
Europa-Rat,Europa-Rat,LOC,0.0,0.0,de,1
niederländische Staat,niederländische Staat,LOC,0.7,0.0,de,1
Rodel-Olympiasieger,Rodel-Olympiasieger,LOC,0.0,0.0,de,1
Wetter: Eiskalte Temperaturen,Wetter: Eiskalte Temperaturen,LOC,-0.7,0.0,de,1
Loch,Loch,LOC,0.0,0.0,de,1
böllern,böllern,LOC,0.0,0.0,de,1
Silvesternacht,Silvesternacht,LOC,0.0,0.0,de,1
Verbotszone,Verbotszone,LOC,0.0,0.0,de,1
Binnengewässer aufwerten!,Binnengewässer aufwerten!,LOC,0.0,0.0,de,1
Uno-Artenschutzkonferenz: «Wir sägen,Uno-Artenschutzkonferenz: «Wir sägen,LOC,0.0,0.0,de,1
Schnellstraßen-Abschnitten,Schnellstraßen-Abschnitten,LOC,0.0,0.0,de,1
Südautobahn,Südautobahn,LOC,0.0,0.0,de,1
A2,A2,LOC,0.0,0.0,de,1
Wechselgebiet,Wechselgebiet,LOC,0.0,0.0,de,1
Wiener Außenringautobahn,Wiener Außenringautobahn,LOC,0.0,0.0,de,1
A21,A21,LOC,0.0,0.0,de,1
Mitteldeutschland,Mitteldeutschland,LOC,0.0,0.0,de,1
Fracking-Verbot,Fracking-Verbot,LOC,0.0,0.0,de,1
Ba-Wü,Ba-Wü,LOC,0.0,0.0,de,1
Göppingen/ Berghülen,Göppingen/ Berghülen,LOC,0.0,0.0,de,1
photothek Göppingen/,photothek Göppingen/,LOC,0.0,0.0,de,1
Berghülen,Berghülen,LOC,0.0,0.0,de,1
Monte San Salvatore,Monte San Salvatore,LOC,1.0,0.0,de,1
Schloss Meseberg,Schloss Meseberg,LOC,-0.85,0.0,de,1
Genf.,Genf.,LOC,0.0,0.0,de,1
Meseberg,Meseberg,LOC,-1.0,0.0,de,1
Erneuerbaren.,Erneuerbaren.,LOC,0.0,0.0,de,1
Gefrierender Regen,Gefrierender Regen,LOC,0.0,1.0,de,1
Wetter: Gefrierender Regen,Wetter: Gefrierender Regen,LOC,0.0,0.0,de,1
Deutschla…,Deutschla…,LOC,0.0,0.0,de,1
Bremse,Bremse,LOC,0.0,0.0,de,1
Energie-Umbau.,Energie-Umbau.,LOC,0.0,0.0,de,1
De…,De…,LOC,0.0,0.0,de,1
Innsbruck,Innsbruck,LOC,0.0,0.0,de,1
St. Jakob im Walde,St. Jakob im Walde,LOC,0.0,0.0,de,1
Joglland,Joglland,LOC,0.0,0.0,de,1
Mönichwald,Mönichwald,LOC,0.0,0.0,de,1
Strallegg,Strallegg,LOC,0.0,0.0,de,1
Wenigzell,Wenigzell,LOC,0.0,0.0,de,1
Kap,Kap,LOC,0.0,0.0,de,1
Blitz-Einsatz,Blitz-Einsatz,LOC,0.0,0.0,de,1
Hamburger Kiez:,Hamburger Kiez:,LOC,0.0,0.0,de,1
St.Pauli,St.Pauli,LOC,-1.0,0.0,de,1
München/Offenbach.,München/Offenbach.,LOC,0.0,0.0,de,1
Lidove noviny“,Lidove noviny“,LOC,0.7,0.0,de,1
"Wetter: Frostige Temperaturen, Glätte und etwas Sonne","Wetter: Frostige Temperaturen, Glätte und etwas Sonne",LOC,0.0,0.0,de,1
Deuschland: Frostiger,Deuschland: Frostiger,LOC,0.0,0.0,de,1
… Potsdam,… Potsdam,LOC,0.0,0.0,de,1
Deutsche Atomkraftwerke,Deutsche Atomkraftwerke,LOC,0.0,0.0,de,1
Wellness-Einrichtungen,Wellness-Einrichtungen,LOC,0.0,0.0,de,1
Wiesbaden,Wiesbaden,LOC,1.0,0.0,de,1
Rhein-Main: Mal,Rhein-Main: Mal,LOC,0.0,0.0,de,1
Stornierungswelle,Stornierungswelle,LOC,0.0,0.0,de,1
Silvrettaseilbahn,Silvrettaseilbahn,LOC,0.7,0.0,de,1
Headlinekampagne,Headlinekampagne,LOC,1.0,0.0,de,1
Eisige Temperaturen,Eisige Temperaturen,LOC,0.0,0.0,de,1
Solihull,Solihull,LOC,0.0,0.0,de,1
Glätteunfällen,Glätteunfällen,LOC,0.0,0.0,de,1
Allgäu,Allgäu,LOC,0.0,0.0,de,1
Großbritannien.,Großbritannien.,LOC,0.7,0.0,de,1
Wuppertal,Wuppertal,LOC,0.0,0.0,de,1
"Oberpfalz  Nordbayern.de
</li><li>","Oberpfalz  Nordbayern.de
</li><li>",LOC,-0.5666666666666667,0.3333333333333333,de,1
Gaskrise: Temperatur,Gaskrise: Temperatur,LOC,0.0,0.0,de,1
Atlantik,Atlantik,LOC,0.0,0.0,de,1
Binnenalster,Binnenalster,LOC,0.0,0.0,de,1
Salzburg,Salzburg,LOC,0.0,1.0,de,1
Strom-Wetterbericht,Strom-Wetterbericht,LOC,0.0,0.0,de,1
Westerwald,Westerwald,LOC,0.0,0.0,de,1
Billig-Kameras am Kopf,Billig-Kameras am Kopf,LOC,0.0,0.0,de,1
Gasnachfrage,Gasnachfrage,LOC,0.0,0.0,de,1
Damenstrumpf,Damenstrumpf,LOC,0.0,0.0,de,1
Chrupalla,Chrupalla,LOC,-0.35,0.5,de,1
Aserbaidschan,Aserbaidschan,LOC,0.0,1.0,de,1
Absheron,Absheron,LOC,-0.7,0.0,de,1
Wetter: Schnee und,Wetter: Schnee und,LOC,0.0,1.0,de,1
Weserbergland,Weserbergland,LOC,0.0,1.0,de,1
Höchstspannungsebene,Höchstspannungsebene,LOC,0.0,0.0,de,1
Philharmonie?,Philharmonie?,LOC,0.0,0.0,de,1
Parsdorf.,Parsdorf.,LOC,0.35,0.5,de,1
Prager Burg,Prager Burg,LOC,-1.0,0.0,de,1
Kapstadt,Kapstadt,LOC,0.0,0.0,de,1
Berlin/München,Berlin/München,LOC,-0.7,0.0,de,1
Markplatzes,Markplatzes,LOC,0.0,0.0,de,1
Triss,Triss,LOC,0.0,0.0,de,1
Eifel,Eifel,LOC,0.0,0.0,de,1
Langlauf,Langlauf,LOC,0.0,0.0,de,1
Ländle.,Ländle.,LOC,0.0,0.0,de,1
Po,Po,LOC,1.0,0.0,de,1
Landeskirche: Energiekrise: Viele Kirchen,Landeskirche: Energiekrise: Viele Kirchen,LOC,0.0,1.0,de,1
Badherstellers Duravit,Badherstellers Duravit,LOC,0.7,0.0,de,1
P. Eckstein.</em,P. Eckstein.</em,LOC,0.0,0.0,de,1
Schwe…,Schwe…,LOC,0.0,0.0,de,1
Charkiw.,Charkiw.,LOC,0.0,0.0,de,1
Olympia-Bahn,Olympia-Bahn,LOC,0.7,0.0,de,1
LNG-Terminals,LNG-Terminals,LOC,0.0,0.0,de,1
Minusgrade.,Minusgrade.,LOC,-1.0,0.0,de,1
Landes Fro…,Landes Fro…,LOC,0.0,0.0,de,1
Park...,Park...,LOC,0.0,0.0,de,1
Sachsen-Anhalt: Auto,Sachsen-Anhalt: Auto,LOC,-1.0,0.0,de,1
Halle an der Saale,Halle an der Saale,LOC,-0.7,0.0,de,1
Corona-Schock,Corona-Schock,LOC,0.5,0.5,de,1
Lawinenskala,Lawinenskala,LOC,-1.0,0.0,de,1
Alpenraum,Alpenraum,LOC,0.0,1.0,de,1
Sonne.,Sonne.,LOC,0.0,0.0,de,1
Cosplay-Community,Cosplay-Community,LOC,0.0,0.3333333333333333,de,1
Kaltlufteinbruch,Kaltlufteinbruch,LOC,0.0,0.0,de,1
Wettervorhersage.,Wettervorhersage.,LOC,0.0,0.0,de,1
"Biodiversitätskonferenz: ""Geht um unsere Lebensgrundlage""","Biodiversitätskonferenz: ""Geht um unsere Lebensgrundlage""",LOC,0.0,0.0,de,1
Bezirksamt Mitte,Bezirksamt Mitte,LOC,0.0,0.0,de,1
"Kreis Gaoqing, Shandong:","Kreis Gaoqing, Shandong:",LOC,0.0,0.0,de,1
Paradies der Vögel auf den Flussinseln.,Paradies der Vögel auf den Flussinseln.,LOC,0.0,0.0,de,1
Périers,Périers,LOC,0.0,0.0,de,1
Radebeul,Radebeul,LOC,0.0,0.0,de,1
Gas-Austritt,Gas-Austritt,LOC,0.0,0.0,de,1
Shandong,Shandong,LOC,0.0,0.0,de,1
Shandong Provi…,Shandong Provi…,LOC,0.0,0.0,de,1
Wetter: Glätte und Schnee,Wetter: Glätte und Schnee,LOC,0.0,0.0,de,1
Nordatlantik,Nordatlantik,LOC,0.0,0.0,de,1
Museum für Naturkunde Berlin.,Museum für Naturkunde Berlin.,LOC,0.0,0.0,de,1
Museum für Naturkunde Berlin,Museum für Naturkunde Berlin,LOC,0.0,0.0,de,1
Tollpatschiger Löwe?,Tollpatschiger Löwe?,LOC,0.0,0.0,de,1
Stadtkloster,Stadtkloster,LOC,0.0,0.0,de,1
Laufen,Laufen,LOC,0.0,0.0,de,1
Saarländer,Saarländer,LOC,0.7,0.0,de,1
Wetter: Viele Wolken,Wetter: Viele Wolken,LOC,0.0,1.0,de,1
Berlin-Moabit,Berlin-Moabit,LOC,0.0,0.0,de,1
Fleecejacken,Fleecejacken,LOC,0.0,0.0,de,1
Poststadions Moabit,Poststadions Moabit,LOC,-1.0,0.0,de,1
Klimaaktivisten,Klimaaktivisten,LOC,0.7,0.0,de,1
Bergen,Bergen,LOC,0.0,0.0,de,1
Wetter: Viel Regen,Wetter: Viel Regen,LOC,0.0,1.0,de,1
NRW:,NRW:,LOC,0.0,1.0,de,1
Montreal.,Montreal.,LOC,0.0,0.0,de,1
Platz an der Sonne,Platz an der Sonne,LOC,0.0,0.0,de,1
Ibizas,Ibizas,LOC,0.0,0.0,de,1
Naturpark.,Naturpark.,LOC,0.0,0.0,de,1
Braunkohleausstieg: Ein Dorf,Braunkohleausstieg: Ein Dorf,LOC,0.0,0.0,de,1
Grönland,Grönland,LOC,0.0,0.0,de,1
Bund-Länder-Treffen  Leipziger,Bund-Länder-Treffen  Leipziger,LOC,-0.15000000000000002,0.0,de,1
Amics de la Terra,Amics de la Terra,LOC,0.0,0.0,de,1
Samstag.,Samstag.,LOC,0.0,0.0,de,1
Insel du…,Insel du…,LOC,0.0,0.0,de,1
Antje Passenheim.</em,Antje Passenheim.</em,LOC,1.0,0.0,de,1
Grönlands,Grönlands,LOC,0.0,0.0,de,1
Polarwüste,Polarwüste,LOC,0.0,0.0,de,1
Max-Planck-Institut für Quantenoptik,Max-Planck-Institut für Quantenoptik,LOC,0.0,0.0,de,1
Nordrhein-WestfalenViele,Nordrhein-WestfalenViele,LOC,0.0,0.0,de,1
Grabenkampf,Grabenkampf,LOC,0.0,0.0,de,1
Andrea Beer.</em,Andrea Beer.</em,LOC,-1.0,0.0,de,1
Spar-Experten,Spar-Experten,LOC,0.0,0.0,de,1
Bezirk Pankow,Bezirk Pankow,LOC,0.0,1.0,de,1
Feldmoching-Hasenbergl: Bedrohtes,Feldmoching-Hasenbergl: Bedrohtes,LOC,0.0,0.0,de,1
Ski alpin: Genug Schnee,Ski alpin: Genug Schnee,LOC,0.7,0.0,de,1
Levi.,Levi.,LOC,0.7,0.0,de,1
Leyen,Leyen,LOC,0.0,0.0,de,1
Solar Dynamics Observatory,Solar Dynamics Observatory,LOC,1.0,0.0,de,1
Stadt Wien,Stadt Wien,LOC,0.0,1.0,de,1
Italien: Regierung,Italien: Regierung,LOC,0.0,0.0,de,1
A100,A100,LOC,0.0,0.0,de,1
Nachts Frost,Nachts Frost,LOC,0.0,0.0,de,1
Nordrhein-Westfalens,Nordrhein-Westfalens,LOC,-1.0,0.0,de,1
Meiler Isar,Meiler Isar,LOC,0.0,0.0,de,1
Neckarwestheim 2,Neckarwestheim 2,LOC,0.0,0.0,de,1
Emsland,Emsland,LOC,0.0,0.0,de,1
Wasserbüffel,Wasserbüffel,LOC,1.0,0.0,de,1
Lubmin:,Lubmin:,LOC,0.0,0.0,de,1
Gas-Dorf,Gas-Dorf,LOC,0.0,0.0,de,1
Pankow,Pankow,LOC,0.0,0.0,de,1
eluteek ulekl,eluteek ulekl,LOC,0.0,0.0,de,1
epel el houue,epel el houue,LOC,0.0,0.0,de,1
Großfeldsiedlung,Großfeldsiedlung,LOC,0.0,0.0,de,1
Sommerintermezzo,Sommerintermezzo,LOC,0.0,0.0,de,1
Zugspitzbahn,Zugspitzbahn,LOC,-0.7,0.0,de,1
Stoßzeiten,Stoßzeiten,LOC,-0.7,0.0,de,1
Garaus,Garaus,LOC,0.0,0.0,de,1
Agri-Photovoltaik.,Agri-Photovoltaik.,LOC,1.0,0.0,de,1
Grippesaison: Früh,Grippesaison: Früh,LOC,0.0,0.0,de,1
Unterföhring: Seewirtschaft,Unterföhring: Seewirtschaft,LOC,0.0,0.0,de,1
Samstag mittei…,Samstag mittei…,LOC,0.0,0.0,de,1
Landkreis Saalfeld-Rud…,Landkreis Saalfeld-Rud…,LOC,0.7,0.0,de,1
Schwarzburg,Schwarzburg,LOC,0.7,0.0,de,1
Garten,Garten,LOC,0.0,0.0,de,1
Wetter: Deutscher Wetterdienst,Wetter: Deutscher Wetterdienst,LOC,1.0,0.0,de,1
Wetter: Rekordtemperaturen,Wetter: Rekordtemperaturen,LOC,0.0,0.0,de,1
Bisland,Bisland,LOC,0.0,0.0,de,1
Whistleblower Asyl,Whistleblower Asyl,LOC,0.0,0.0,de,1
Neue Schwimmhalle,Neue Schwimmhalle,LOC,0.0,0.0,de,1
Floridsdorf.,Floridsdorf.,LOC,0.0,0.0,de,1
nan,nan,LOC,0.0,0.0,de,1
Wiens,Wiens,LOC,0.0,1.0,de,1
Rügen,Rügen,LOC,-0.25,0.0,de,1
Geizen,Geizen,LOC,0.0,0.0,de,1
Grünheide.,Grünheide.,LOC,0.0,0.0,de,1
Russlands,Russlands,LOC,-1.0,0.0,de,1
Ägypten.,Ägypten.,LOC,-1.0,0.0,de,1
el Scheich,el Scheich,LOC,0.0,0.0,de,1
Te,Te,LOC,-1.0,0.0,de,1
St. Augustin.,St. Augustin.,LOC,0.0,0.0,de,1
Neuseelands,Neuseelands,LOC,0.7,0.0,de,1
Brandenburger,Brandenburger,LOC,0.0,0.0,de,1
Bodenseewasser,Bodenseewasser,LOC,0.0,0.0,de,1
Nordinsel,Nordinsel,LOC,0.7,0.0,de,1
Untergegangene,Untergegangene,LOC,0.0,0.0,de,1
Santa Clause,Santa Clause,LOC,1.0,0.0,de,1
Eben,Eben,LOC,0.0,0.0,de,1
UN-Klimakonferenz: Der Regenwald,UN-Klimakonferenz: Der Regenwald,LOC,0.0,0.0,de,1
Waimangu-Tal,Waimangu-Tal,LOC,0.0,0.0,de,1
Pauèp,Pauèp,LOC,0.0,0.0,de,1
Brandenburger Tor,Brandenburger Tor,LOC,0.0,0.0,de,1
Weihnachtsstücke,Weihnachtsstücke,LOC,0.35,0.5,de,1
Museum für angew…,Museum für angew…,LOC,0.0,0.0,de,1
Usedom,Usedom,LOC,-0.25,0.0,de,1
Museum für angewandte Kunst,Museum für angewandte Kunst,LOC,0.0,0.0,de,1
Griechen,Griechen,LOC,1.0,0.0,de,1
Sanco Swift,Sanco Swift,LOC,0.0,0.0,de,1
Peloponnes.,Peloponnes.,LOC,0.0,0.0,de,1
Schlepp,Schlepp,LOC,0.0,0.0,de,1
Helmstedt,Helmstedt,LOC,0.7,0.0,de,1
Silvester.,Silvester.,LOC,0.0,0.0,de,1
Ferienpark,Ferienpark,LOC,0.0,0.0,de,1
Niederlanden ✔️ Platz,Niederlanden ✔️ Platz,LOC,0.0,0.0,de,1
Utrecht,Utrecht,LOC,0.0,0.0,de,1
EuroParcs De Utr…,EuroParcs De Utr…,LOC,0.0,0.0,de,1
Ramstein,Ramstein,LOC,0.0,0.0,de,1
Oberwallis.,Oberwallis.,LOC,0.0,0.0,de,1
Wetter: Viel Sonne am langen Wochenende: Dienstag,Wetter: Viel Sonne am langen Wochenende: Dienstag,LOC,0.0,1.0,de,1
nO peu peOetlaeu pllllpekeu,nO peu peOetlaeu pllllpekeu,LOC,0.0,0.0,de,1
Flakon-Produzent,Flakon-Produzent,LOC,0.0,0.0,de,1
Pupplinger Au,Pupplinger Au,LOC,0.35,0.5,de,1
Isartalverein,Isartalverein,LOC,0.35,0.5,de,1
Balkan.,Balkan.,LOC,0.0,0.0,de,1
Stadtautobahn A100,Stadtautobahn A100,LOC,-1.0,0.0,de,1
EU-Gipfeln,EU-Gipfeln,LOC,0.0,0.0,de,1
Westfalen,Westfalen,LOC,0.15000000000000002,0.0,de,1
Qatar,Qatar,LOC,0.0,1.0,de,1
Kreis Herzogtum… Schleswig-Holstein,Kreis Herzogtum… Schleswig-Holstein,LOC,0.0,0.0,de,1
Dachau: Herbstlaub,Dachau: Herbstlaub,LOC,1.0,0.0,de,1
Schwarzenbek,Schwarzenbek,LOC,0.0,0.0,de,1
Kreis Pinneberg),Kreis Pinneberg),LOC,0.0,0.0,de,1
Prisdorf,Prisdorf,LOC,0.0,0.0,de,1
Husum,Husum,LOC,0.0,0.0,de,1
Neumünster,Neumünster,LOC,0.0,0.0,de,1
… Holz,… Holz,LOC,-0.07500000000000001,0.5,de,1
A100-Weiterbau,A100-Weiterbau,LOC,0.0,0.0,de,1
Harz,Harz,LOC,-1.0,0.0,de,1
Holzdiebstahl: Holz,Holzdiebstahl: Holz,LOC,0.0,0.0,de,1
Gemeinde Biberwier,Gemeinde Biberwier,LOC,0.0,1.0,de,1
Biberwier,Biberwier,LOC,0.0,0.0,de,1
Wisła,Wisła,LOC,0.0,0.0,de,1
Adam-Malysz-Schanze,Adam-Malysz-Schanze,LOC,0.0,0.0,de,1
Gemeinde,Gemeinde,LOC,0.0,0.0,de,1
Glasgow,Glasgow,LOC,0.0,0.0,de,1
"Husum, …","Husum, …",LOC,0.0,0.0,de,1
Holzdiebstähle,Holzdiebstähle,LOC,0.7,0.0,de,1
Dauerkrisenmodus.,Dauerkrisenmodus.,LOC,0.0,0.0,de,1
Haushaltsrücklagen,Haushaltsrücklagen,LOC,0.0,0.0,de,1
Landes Niederösterreich,Landes Niederösterreich,LOC,0.0,0.0,de,1
indonesischen Inseln,indonesischen Inseln,LOC,0.0,0.0,de,1
Düsseldorf.,Düsseldorf.,LOC,0.0,0.0,de,1
Lennés,Lennés,LOC,0.0,0.0,de,1
Deutschlandweit,Deutschlandweit,LOC,0.0,0.0,de,1
Bund-Länder-Runde: Inflation und Energiekrise,Bund-Länder-Runde: Inflation und Energiekrise,LOC,0.0,0.0,de,1
Overtourism: Selfie-Alarm im Paradies.,Overtourism: Selfie-Alarm im Paradies.,LOC,0.0,0.0,de,1
toppl,toppl,LOC,0.0,0.0,de,1
Branchenverband,Branchenverband,LOC,-0.7,0.0,de,1
Grünwalder,Grünwalder,LOC,0.0,0.0,de,1
Dr.-Max-Straße,Dr.-Max-Straße,LOC,0.0,0.0,de,1
Landkreis Cham: Explosive Fracht: Mann,Landkreis Cham: Explosive Fracht: Mann,LOC,0.0,0.0,de,1
Berliner Bibliotheken: Das,Berliner Bibliotheken: Das,LOC,0.0,0.0,de,1
Copernicus,Copernicus,LOC,-1.0,0.0,de,1
Klimabericht der Weltwetterorganisation,Klimabericht der Weltwetterorganisation,LOC,-1.0,0.0,de,1
Tempo,Tempo,LOC,0.0,0.0,de,1
Landschaftsbilder,Landschaftsbilder,LOC,0.0,0.0,de,1
Wisla,Wisla,LOC,0.0,0.0,de,1
Keramikspur,Keramikspur,LOC,0.0,0.0,de,1
milder,milder,LOC,0.0,0.0,de,1
Mailand,Mailand,LOC,0.0,0.0,de,1
Stadt Mailand,Stadt Mailand,LOC,0.0,0.0,de,1
Landkreis Uckermark:,Landkreis Uckermark:,LOC,0.0,0.0,de,1
Burgenland,Burgenland,LOC,0.7,0.0,de,1
hiesigen,hiesigen,LOC,-1.0,0.0,de,1
Wetter: Warme Oktober-Temperaturen,Wetter: Warme Oktober-Temperaturen,LOC,0.0,0.0,de,1
Energiespardebatten,Energiespardebatten,LOC,-1.0,0.0,de,1
Energiepauschale,Energiepauschale,LOC,0.0,0.0,de,1
Mittwoch,Mittwoch,LOC,0.0,1.0,de,1
Kinderfüße,Kinderfüße,LOC,0.0,0.0,de,1
Bundesumweltministerium,Bundesumweltministerium,LOC,0.0,0.0,de,1
Gesellschaft: Weihnachtsmärkte,Gesellschaft: Weihnachtsmärkte,LOC,0.0,0.0,de,1
Solardächer,Solardächer,LOC,-1.0,0.0,de,1
Haus des Jahres“,Haus des Jahres“,LOC,-1.0,0.0,de,1
"Haus des Jahres""","Haus des Jahres""",LOC,-1.0,0.0,de,1
Todesfallen,Todesfallen,LOC,0.0,0.0,de,1
Lindner-Vorstoß,Lindner-Vorstoß,LOC,0.0,0.0,de,1
Pantone-Farben,Pantone-Farben,LOC,0.0,0.0,de,1
Livigno,Livigno,LOC,0.0,0.0,de,1
Berge,Berge,LOC,0.0,0.0,de,1
Smart-Home-Standard Matter,Smart-Home-Standard Matter,LOC,-0.7,0.0,de,1
Mailänder Event,Mailänder Event,LOC,0.0,0.0,de,1
Kasachstan.,Kasachstan.,LOC,0.7,0.0,de,1
Wetter: Brocken,Wetter: Brocken,LOC,-0.7,0.0,de,1
Meeresspiegels.,Meeresspiegels.,LOC,-1.0,0.0,de,1
salbungsvolles,salbungsvolles,LOC,0.0,0.0,de,1
Berliner Museum für Naturkunde,Berliner Museum für Naturkunde,LOC,1.0,0.0,de,1
Namibia: In der Wüste,Namibia: In der Wüste,LOC,1.0,0.0,de,1
Weltcup-Winter,Weltcup-Winter,LOC,0.0,0.0,de,1
//AO,//AO,LOC,0.0,0.0,de,1
Costa Ricas,Costa Ricas,LOC,0.0,0.0,de,1
Wintertourismus: Wenn guter Schnee,Wintertourismus: Wenn guter Schnee,LOC,1.0,0.0,de,1
Höchsttemperaturen,Höchsttemperaturen,LOC,0.7,0.0,de,1
Kasachstan,Kasachstan,LOC,0.0,0.0,de,1
Scharm el-Scheich,Scharm el-Scheich,LOC,0.0,0.0,de,1
Haimhausen,Haimhausen,LOC,1.0,0.0,de,1
Heiglweiher …,Heiglweiher …,LOC,0.0,0.0,de,1
Baldham,Baldham,LOC,0.0,0.0,de,1
Landkreis Uckermark,Landkreis Uckermark,LOC,0.0,0.0,de,1
Dortmunder Innenstadt,Dortmunder Innenstadt,LOC,0.0,0.0,de,1
Ukraine: Deutschlands,Ukraine: Deutschlands,LOC,0.0,0.0,de,1
"Kreuzberg, dem Prinzenbad","Kreuzberg, dem Prinzenbad",LOC,1.0,0.0,de,1
Kiewer,Kiewer,LOC,0.0,1.0,de,1
"Deutschland: ""Gaspreisbremse","Deutschland: ""Gaspreisbremse",LOC,0.0,0.0,de,1
Hauptstadtflughafen BER,Hauptstadtflughafen BER,LOC,0.0,0.0,de,1
Berliner Flughafen BER,Berliner Flughafen BER,LOC,0.7,0.0,de,1
BER,BER,LOC,0.21999999999999997,0.2,de,1
Münchner Metropol-Theater?!,Münchner Metropol-Theater?!,LOC,0.0,0.0,de,1
Waldzustandsbericht,Waldzustandsbericht,LOC,0.0,0.0,de,1
Augsburg:,Augsburg:,LOC,0.0,0.0,de,1
Brandenburg i…,Brandenburg i…,LOC,0.0,0.0,de,1
Sieggraben,Sieggraben,LOC,0.0,0.0,de,1
Großhandelsplatz,Großhandelsplatz,LOC,0.0,0.0,de,1
Bezirk Mattersburrg,Bezirk Mattersburrg,LOC,0.0,0.0,de,1
Hochhitze,Hochhitze,LOC,0.0,0.0,de,1
Sozialproteste,Sozialproteste,LOC,0.7,0.0,de,1
Dunkeln sitz…,Dunkeln sitz…,LOC,-1.0,0.0,de,1
Nachhaltig Heizen: Solarthermie: Lohnt,Nachhaltig Heizen: Solarthermie: Lohnt,LOC,0.0,0.0,de,1
DÃ¼sseldorf,DÃ¼sseldorf,LOC,0.0,0.0,de,1
Emirat.,Emirat.,LOC,0.7,0.0,de,1
Kataris,Kataris,LOC,-1.0,0.0,de,1
Thüringer,Thüringer,LOC,0.0,0.0,de,1
Wochenvorschau: Wechselhaftes Wetter,Wochenvorschau: Wechselhaftes Wetter,LOC,0.0,0.0,de,1
Kassel!,Kassel!,LOC,0.0,0.0,de,1
Flughafen BER:,Flughafen BER:,LOC,-1.0,0.0,de,1
Teil-Sonnenfinsternis,Teil-Sonnenfinsternis,LOC,0.0,0.0,de,1
Planetarium,Planetarium,LOC,0.7,0.0,de,1
Kiew.,Kiew.,LOC,0.0,0.0,de,1
Cherson wi,Cherson wi,LOC,0.7,0.0,de,1
Energiekrise: Land,Energiekrise: Land,LOC,0.0,0.0,de,1
Onlinelehre,Onlinelehre,LOC,0.0,0.0,de,1
Dnipro,Dnipro,LOC,0.0,1.0,de,1
Kriegsstudien,Kriegsstudien,LOC,0.0,0.0,de,1
Flughafens BER,Flughafens BER,LOC,-1.0,0.0,de,1
